[20, 32, 37, 39, 40, 42]
[6, 7, 13, 15, 24, 36]
[8, 24, 29, 32, 39, 44]
[1, 2, 3, 22, 23, 31]
[2, 6, 7, 23, 31, 40]
[17, 18, 19, 31, 35, 39]
[19, 25, 30, 32, 33, 36]
[9, 17, 25, 36, 40, 41]
[4, 14, 32, 33, 37, 44]
[1, 10, 13, 19, 35, 41]
[5, 13, 25, 29, 40, 41]
[2, 4, 27, 31, 36, 37]
[4, 10, 20, 28, 29, 30]
[13, 14, 20, 26, 34, 39]
[6, 24, 27, 40, 43, 45]
[8, 17, 27, 34, 41, 43]
[1, 7, 28, 33, 41, 44]
[4, 10, 23, 25, 40, 41]
[3, 7, 12, 26, 29, 39]
[25, 26, 28, 30, 39, 40]
[1, 3, 12, 17, 42, 43]
[7, 14, 19, 33, 36, 45]
[2, 7, 8, 10, 35, 43]
[2, 10, 12, 36, 37, 40]
[6, 8, 18, 28, 36, 37]
[18, 21, 26, 27, 29, 33]
[5, 7, 14, 26, 28, 31]
[1, 12, 17, 32, 36, 40]
[4, 11, 18, 31, 36, 37]
[8, 13, 24, 25, 35, 41]
[7, 10, 21, 22, 37, 42]
[2, 11, 25, 30, 44, 45]
[5, 11, 19, 26, 35, 40]
[5, 8, 25, 31, 36, 37]
[7, 11, 16, 20, 26, 29]
[1, 12, 14, 16, 22, 23]
[5, 8, 19, 26, 32, 33]
[7, 14, 16, 21, 22, 42]
[6, 19, 20, 31, 37, 41]
[1, 7, 9, 14, 25, 29]
[16, 20, 21, 28, 29, 45]
[13, 15, 18, 20, 31, 42]
[12, 13, 24, 32, 41, 45]
[11, 13, 19, 20, 35, 38]
[11, 23, 26, 29, 40, 42]
[1, 13, 15, 41, 43, 45]
[6, 17, 18, 36, 38, 40]
[22, 31, 32, 36, 38, 42]
[1, 4, 7, 15, 34, 44]
[10, 17, 22, 24, 29, 41]
[4, 8, 14, 35, 40, 41]
[1, 4, 10, 27, 33, 35]
[6, 13, 14, 25, 29, 30]
[5, 11, 12, 13, 17, 45]
[6, 14, 16, 19, 26, 33]
[12, 13, 19, 27, 35, 37]
[16, 19, 25, 30, 31, 32]
[6, 12, 19, 24, 28, 33]
[10, 13, 27, 31, 33, 40]
[6, 8, 18, 32, 42, 44]
[9, 11, 14, 24, 28, 32]
[11, 16, 20, 31, 33, 45]
[13, 21, 25, 31, 32, 44]
[4, 12, 23, 38, 41, 45]
[3, 14, 27, 31, 32, 39]
[2, 7, 23, 41, 44, 45]
[5, 10, 15, 22, 27, 31]
[13, 20, 25, 28, 29, 31]
[2, 9, 10, 33, 42, 43]
[1, 7, 25, 27, 28, 31]
[6, 8, 20, 37, 38, 40]
[4, 20, 22, 28, 41, 43]
[11, 17, 25, 27, 29, 34]
[13, 14, 18, 19, 23, 28]
[5, 18, 19, 21, 42, 45]
[10, 17, 27, 34, 36, 44]
[5, 11, 17, 27, 36, 38]
[8, 12, 19, 21, 26, 36]
[18, 24, 26, 29, 39, 40]
[3, 13, 26, 37, 39, 43]
[2, 33, 34, 36, 41, 45]
[9, 14, 20, 25, 26, 41]
[7, 15, 22, 30, 35, 45]
[5, 15, 17, 23, 31, 38]
[19, 20, 23, 28, 31, 33]
[6, 13, 19, 21, 36, 43]
[7, 8, 14, 28, 41, 44]
[7, 12, 20, 22, 29, 34]
[13, 14, 16, 24, 26, 44]
[2, 14, 20, 24, 40, 43]
[7, 13, 16, 29, 31, 43]
[4, 10, 11, 25, 31, 34]
[4, 23, 27, 32, 33, 40]
[2, 17, 19, 25, 29, 40]
[3, 7, 14, 15, 32, 39]
[3, 18, 34, 38, 40, 42]
[1, 11, 13, 17, 22, 33]
[7, 14, 16, 37, 38, 43]
[4, 7, 24, 35, 36, 38]
[5, 7, 21, 26, 27, 31]
[6, 10, 11, 38, 42, 43]
[8, 14, 19, 20, 32, 37]
[7, 9, 20, 24, 30, 45]
[7, 13, 18, 24, 42, 45]
[12, 16, 20, 28, 35, 40]
[17, 24, 27, 31, 41, 43]
[14, 23, 26, 36, 42, 45]
[2, 5, 21, 25, 34, 45]
[19, 24, 34, 35, 40, 44]
[1, 2, 10, 16, 18, 31]
[1, 7, 11, 18, 40, 43]
[14, 15, 32, 37, 44, 45]
[3, 5, 9, 17, 20, 30]
[3, 6, 10, 12, 33, 39]
[15, 22, 27, 30, 31, 37]
[2, 8, 20, 21, 29, 35]
[9, 12, 18, 22, 31, 33]
[6, 11, 22, 23, 29, 42]
[9, 12, 22, 29, 42, 43]
[11, 12, 13, 37, 43, 45]
[3, 5, 8, 21, 36, 44]
[2, 5, 24, 29, 37, 45]
[6, 9, 20, 22, 24, 26]
[3, 20, 21, 38, 40, 41]
[17, 19, 24, 32, 35, 45]
[6, 7, 8, 34, 35, 39]
[2, 15, 27, 33, 39, 41]
[1, 24, 29, 31, 39, 42]
[5, 8, 11, 20, 23, 26]
[2, 4, 12, 16, 21, 42]
[1, 3, 5, 9, 12, 17]
[7, 18, 20, 24, 27, 35]
[6, 12, 19, 27, 34, 36]
[1, 9, 11, 13, 27, 41]
[20, 28, 30, 32, 35, 41]
[8, 12, 15, 29, 39, 42]
[4, 21, 27, 39, 40, 43]
[9, 10, 15, 19, 27, 38]
[6, 8, 22, 28, 30, 32]
[1, 7, 24, 25, 26, 27]
[6, 14, 18, 32, 34, 45]
[3, 14, 22, 27, 31, 36]
[14, 18, 37, 38, 42, 44]
[6, 11, 29, 34, 38, 40]
[1, 6, 7, 31, 33, 45]
[14, 22, 25, 34, 35, 43]
[6, 17, 36, 41, 42, 44]
[1, 26, 27, 31, 32, 42]
[13, 16, 18, 23, 32, 39]
[4, 7, 14, 15, 30, 43]
[9, 16, 18, 19, 34, 44]
[1, 7, 9, 22, 35, 42]
[13, 14, 23, 25, 29, 36]
[7, 11, 13, 16, 22, 42]
[3, 6, 14, 15, 18, 36]
[4, 12, 14, 15, 23, 33]
[4, 11, 23, 27, 30, 43]
[3, 7, 13, 20, 30, 38]
[7, 10, 15, 18, 39, 40]
[1, 19, 23, 31, 40, 41]
[4, 10, 20, 33, 35, 38]
[6, 11, 13, 14, 24, 32]
[21, 25, 32, 42, 43, 45]
[12, 14, 18, 20, 31, 38]
[5, 16, 24, 27, 31, 32]
[3, 10, 18, 25, 31, 44]
[2, 15, 24, 33, 37, 45]
[1, 18, 20, 22, 23, 38]
[12, 15, 27, 30, 39, 42]
[10, 19, 21, 26, 41, 42]
[5, 10, 11, 14, 30, 38]
[24, 25, 34, 35, 42, 44]
[22, 26, 32, 37, 39, 45]
[16, 19, 21, 37, 39, 40]
[2, 5, 8, 12, 25, 39]
[3, 13, 29, 35, 43, 44]
[5, 6, 16, 17, 42, 45]
[9, 18, 21, 24, 28, 38]
[4, 10, 18, 21, 35, 36]
[1, 2, 3, 9, 31, 40]
[21, 22, 24, 30, 37, 43]
[5, 6, 15, 17, 20, 39]
[1, 3, 13, 20, 21, 23]
[6, 9, 15, 18, 21, 32]
[2, 20, 22, 38, 41, 45]
[2, 25, 28, 29, 31, 33]
[5, 10, 25, 36, 38, 42]
[21, 25, 26, 33, 35, 41]
[1, 4, 5, 15, 33, 44]
[8, 15, 21, 24, 32, 36]
[3, 5, 8, 23, 26, 30]
[19, 27, 29, 32, 34, 36]
[6, 15, 16, 19, 24, 32]
[2, 16, 31, 39, 44, 45]
[2, 15, 16, 22, 24, 44]
[3, 5, 9, 17, 36, 43]
[19, 25, 27, 33, 40, 44]
[14, 17, 21, 23, 28, 32]
[1, 5, 9, 11, 15, 22]
[1, 11, 15, 19, 27, 36]
[2, 3, 16, 23, 24, 39]
[6, 10, 23, 26, 40, 43]
[13, 24, 29, 35, 36, 41]
[7, 12, 13, 22, 23, 43]
[25, 28, 34, 40, 44, 45]
[8, 11, 26, 35, 36, 42]
[5, 7, 15, 21, 33, 44]
[5, 9, 11, 32, 38, 41]
[6, 8, 12, 22, 34, 44]
[1, 11, 12, 20, 25, 42]
[8, 9, 19, 24, 25, 27]
[7, 12, 15, 19, 37, 40]
[3, 11, 32, 35, 36, 38]
[1, 4, 12, 15, 26, 45]
[2, 3, 9, 11, 17, 40]
[9, 10, 16, 18, 33, 43]
[8, 16, 20, 27, 33, 35]
[7, 15, 21, 22, 33, 34]
[6, 22, 23, 28, 29, 43]
[2, 7, 17, 30, 40, 45]
[5, 17, 20, 38, 42, 43]
[22, 24, 26, 33, 43, 45]
[2, 8, 20, 26, 28, 38]
[11, 13, 15, 33, 34, 37]
[1, 21, 25, 39, 40, 42]
[12, 18, 26, 28, 33, 39]
[12, 20, 21, 25, 30, 35]
[4, 8, 18, 31, 43, 45]
[5, 10, 11, 13, 25, 38]
[2, 10, 21, 24, 30, 36]
[7, 18, 30, 31, 32, 40]
[7, 15, 23, 35, 36, 41]
[17, 20, 24, 34, 37, 43]
[6, 20, 30, 33, 35, 44]
[5, 22, 25, 26, 35, 37]
[6, 8, 15, 24, 25, 28]
[7, 21, 37, 40, 43, 45]
[10, 12, 15, 20, 39, 40]
[11, 13, 30, 35, 42, 43]
[3, 5, 17, 24, 38, 43]
[28, 29, 37, 40, 42, 44]
[1, 7, 8, 11, 16, 19]
[4, 6, 7, 10, 38, 44]
[9, 17, 28, 31, 32, 41]
[29, 31, 34, 36, 40, 45]
[3, 8, 18, 25, 31, 34]
[4, 6, 29, 32, 34, 35]
[4, 20, 24, 25, 30, 31]
[1, 2, 4, 7, 21, 30]
[5, 7, 22, 23, 35, 45]
[13, 18, 20, 26, 29, 41]
[12, 13, 20, 25, 26, 42]
[19, 27, 29, 32, 34, 41]
[8, 19, 35, 36, 37, 41]
[1, 9, 11, 15, 36, 39]
[1, 22, 33, 36, 38, 41]
[25, 31, 42, 43, 44, 45]
[2, 4, 32, 34, 40, 42]
[1, 7, 16, 18, 24, 29]
[2, 20, 21, 25, 29, 43]
[3, 15, 25, 34, 35, 43]
[6, 8, 13, 23, 29, 33]
[6, 9, 17, 29, 30, 44]
[4, 16, 17, 25, 26, 43]
[9, 11, 24, 35, 37, 39]
[24, 27, 28, 40, 43, 45]
[2, 19, 20, 36, 38, 44]
[12, 22, 30, 35, 36, 42]
[3, 7, 13, 15, 29, 41]
[2, 11, 16, 33, 36, 45]
[3, 9, 18, 19, 21, 28]
[2, 6, 21, 35, 36, 44]
[3, 9, 10, 19, 20, 26]
[3, 13, 16, 25, 27, 30]
[3, 5, 12, 15, 17, 31]
[2, 3, 4, 12, 25, 30]
[2, 4, 11, 14, 19, 34]
[38, 39, 40, 41, 42, 44]
[6, 13, 18, 20, 38, 39]
[1, 17, 19, 35, 41, 44]
[4, 14, 21, 24, 41, 44]
[1, 9, 22, 27, 31, 45]
[3, 4, 12, 29, 31, 43]
[1, 10, 16, 30, 37, 39]
[14, 19, 24, 26, 32, 34]
[2, 24, 29, 34, 37, 39]
[8, 16, 17, 34, 38, 44]
[7, 14, 16, 22, 36, 40]
[9, 16, 18, 20, 38, 41]
[6, 11, 26, 31, 37, 44]
[1, 16, 18, 31, 39, 41]
[19, 22, 28, 39, 40, 41]
[6, 11, 17, 18, 34, 37]
[1, 19, 24, 26, 40, 45]
[2, 29, 30, 34, 35, 42]
[1, 13, 26, 32, 35, 42]
[9, 10, 12, 16, 22, 33]
[8, 9, 12, 18, 37, 44]
[6, 11, 16, 25, 30, 37]
[1, 5, 24, 37, 39, 41]
[9, 12, 15, 21, 25, 33]
[1, 4, 5, 6, 7, 16]
[23, 25, 31, 32, 33, 44]
[6, 14, 18, 24, 26, 41]
[9, 11, 14, 22, 36, 38]
[6, 13, 16, 25, 31, 32]
[1, 5, 9, 20, 23, 30]
[9, 13, 25, 27, 35, 45]
[3, 7, 14, 15, 19, 35]
[4, 11, 25, 26, 39, 41]
[4, 17, 22, 28, 42, 44]
[4, 11, 22, 25, 30, 32]
[13, 15, 20, 25, 33, 41]
[3, 8, 15, 20, 22, 44]
[6, 8, 18, 30, 38, 41]
[11, 20, 22, 31, 34, 44]
[13, 16, 25, 34, 35, 45]
[3, 6, 16, 22, 24, 33]
[1, 14, 17, 22, 23, 37]
[10, 13, 26, 28, 29, 36]
[3, 26, 36, 40, 42, 44]
[13, 24, 34, 36, 43, 44]
[3, 20, 21, 27, 34, 43]
[12, 16, 19, 20, 35, 38]
[2, 8, 17, 22, 38, 40]
[5, 19, 30, 40, 43, 45]
[17, 25, 31, 32, 33, 44]
[1, 5, 36, 39, 43, 45]
[6, 16, 29, 30, 33, 44]
[2, 7, 9, 28, 32, 36]
[7, 11, 15, 21, 33, 36]
[3, 6, 11, 19, 31, 34]
[2, 19, 25, 34, 35, 40]
[6, 11, 18, 26, 30, 31]
[1, 8, 26, 30, 37, 43]
[15, 24, 25, 26, 27, 34]
[2, 12, 15, 22, 38, 45]
[9, 18, 22, 29, 34, 44]
[5, 8, 17, 18, 29, 44]
[1, 6, 8, 17, 22, 35]
[2, 24, 30, 31, 41, 42]
[2, 5, 10, 12, 30, 36]
[2, 9, 18, 33, 37, 38]
[19, 20, 22, 24, 30, 37]
[7, 18, 20, 21, 32, 35]
[2, 17, 23, 27, 42, 44]
[25, 29, 35, 41, 44, 45]
[4, 6, 11, 18, 26, 36]
[9, 10, 15, 26, 43, 45]
[1, 2, 5, 6, 11, 30]
[16, 32, 34, 37, 40, 41]
[7, 15, 17, 25, 28, 32]
[1, 10, 11, 18, 34, 42]
[4, 16, 20, 25, 31, 38]
[5, 7, 20, 28, 33, 44]
[3, 12, 22, 26, 40, 44]
[3, 13, 19, 23, 41, 45]
[11, 17, 22, 24, 25, 35]
[9, 14, 15, 28, 30, 32]
[1, 13, 15, 25, 32, 41]
[12, 14, 18, 22, 28, 33]
[12, 15, 21, 25, 27, 41]
[1, 11, 23, 29, 32, 35]
[1, 13, 19, 27, 36, 41]
[8, 9, 20, 23, 29, 45]
[2, 19, 21, 27, 29, 45]
[2, 7, 8, 11, 18, 33]
[19, 35, 36, 42, 44, 45]
[14, 18, 19, 20, 33, 38]
[2, 4, 15, 20, 35, 42]
[2, 3, 10, 26, 33, 36]
[5, 7, 21, 25, 29, 30]
[2, 4, 7, 14, 30, 32]
[4, 11, 19, 30, 39, 41]
[13, 27, 31, 34, 36, 41]
[6, 15, 16, 29, 42, 43]
[8, 13, 20, 33, 36, 42]
[2, 14, 23, 39, 43, 44]
[8, 12, 13, 25, 29, 38]
[4, 10, 13, 19, 30, 45]
[5, 17, 18, 20, 21, 37]
[11, 16, 32, 33, 39, 45]
[7, 13, 18, 19, 27, 30]
[5, 9, 11, 29, 31, 35]
[5, 12, 13, 22, 35, 39]
[3, 4, 7, 16, 20, 43]
[5, 10, 23, 25, 27, 40]
[4, 14, 18, 19, 28, 29]
[3, 5, 15, 18, 33, 41]
[8, 25, 28, 35, 41, 43]
[5, 8, 11, 18, 27, 31]
[2, 4, 26, 32, 37, 40]
[3, 7, 9, 22, 38, 41]
[9, 10, 12, 22, 33, 36]
[6, 14, 16, 26, 31, 36]
[4, 8, 15, 16, 35, 43]
[11, 13, 15, 18, 23, 43]
[6, 24, 26, 34, 41, 43]
[11, 13, 18, 23, 35, 38]
[2, 10, 20, 30, 31, 38]
[11, 20, 23, 27, 30, 31]
[10, 12, 19, 24, 26, 31]
[13, 16, 18, 21, 27, 32]
[11, 12, 20, 22, 24, 45]
[3, 7, 31, 38, 43, 45]
[3, 7, 17, 21, 30, 41]
[6, 14, 21, 31, 40, 41]
[12, 15, 23, 28, 33, 34]
[4, 10, 17, 20, 30, 38]
[3, 21, 24, 26, 41, 44]
[4, 8, 20, 22, 24, 41]
[7, 8, 18, 27, 36, 43]
[10, 16, 17, 18, 36, 38]
[12, 17, 19, 24, 27, 43]
[5, 7, 13, 18, 27, 42]
[7, 17, 21, 27, 32, 33]
[22, 23, 30, 35, 43, 45]
[12, 18, 27, 34, 35, 43]
[2, 10, 17, 22, 39, 40]
[2, 11, 26, 34, 36, 39]
[15, 16, 17, 22, 29, 40]
[4, 5, 6, 10, 19, 36]
[1, 18, 22, 23, 39, 43]
[6, 18, 19, 29, 37, 40]
[4, 16, 18, 24, 41, 43]
[5, 16, 17, 28, 30, 31]
[1, 11, 12, 19, 25, 44]
[4, 14, 38, 40, 42, 44]
[9, 13, 28, 34, 39, 41]
[8, 10, 12, 27, 31, 36]
[6, 7, 13, 22, 24, 29]
[10, 18, 22, 27, 32, 37]
[4, 10, 17, 27, 40, 42]
[3, 9, 14, 15, 28, 43]
[5, 7, 19, 21, 26, 28]
[8, 11, 22, 24, 31, 39]
[1, 13, 24, 32, 35, 39]
[2, 10, 15, 17, 32, 43]
[7, 13, 17, 26, 37, 38]
[23, 24, 28, 32, 39, 43]
[1, 4, 8, 20, 27, 42]
[31, 33, 36, 37, 40, 42]
[11, 19, 20, 28, 36, 44]
[2, 7, 35, 39, 42, 43]
[2, 10, 17, 28, 29, 45]
[9, 14, 16, 31, 41, 45]
[11, 15, 17, 36, 43, 44]
[18, 23, 35, 37, 42, 45]
[4, 13, 14, 21, 27, 28]
[1, 25, 32, 34, 40, 45]
[4, 9, 21, 27, 37, 39]
[12, 17, 31, 35, 38, 41]
[1, 11, 13, 18, 19, 42]
[11, 12, 14, 15, 21, 34]
[5, 7, 15, 17, 25, 45]
[1, 8, 9, 29, 36, 44]
[9, 25, 27, 30, 38, 42]
[1, 10, 26, 33, 43, 45]
[6, 18, 27, 28, 30, 39]
[7, 8, 10, 23, 38, 42]
[3, 9, 22, 24, 29, 32]
[9, 14, 26, 31, 34, 41]
[2, 8, 12, 29, 41, 42]
[3, 9, 13, 26, 30, 37]
[11, 21, 30, 35, 40, 44]
[9, 21, 26, 34, 41, 45]
[12, 27, 29, 31, 39, 44]
[9, 18, 27, 28, 30, 34]
[17, 21, 22, 25, 29, 39]
[13, 16, 27, 28, 32, 40]
[18, 20, 24, 27, 39, 42]
[14, 17, 21, 40, 44, 45]
[4, 14, 16, 25, 27, 37]
[6, 16, 17, 28, 37, 44]
[4, 10, 29, 34, 40, 43]
[1, 4, 7, 19, 24, 25]
[21, 24, 27, 30, 35, 45]
[1, 3, 8, 18, 31, 32]
[10, 12, 22, 36, 41, 43]
[9, 14, 18, 19, 28, 34]
[10, 18, 24, 31, 33, 43]
[1, 14, 26, 29, 30, 44]
[1, 11, 20, 26, 34, 37]
[8, 34, 40, 41, 42, 45]
[1, 2, 3, 27, 40, 41]
[1, 7, 11, 17, 33, 41]
[5, 12, 15, 22, 39, 42]
[3, 6, 18, 25, 34, 43]
[4, 16, 17, 22, 23, 36]
[5, 6, 15, 23, 34, 42]
